"","Character","Script"
"38732","DALEK"," Move back! Our plan has worked. We shall triumph! You will obey! You will obey! "
"38734","DALEK"," We have your time ship. We will destroy it unless you help us with an experiment. "
"38736","DALEK"," You will help the Daleks test another human being. "
"38738","DALEK"," Do not question! "
"38741","DALEK"," No harm will come to you if you agree. Where is your companion? "
"38745","DALEK"," He is the human being who is to be tested. "
"38747","DALEK"," Silence! You will reveal nothing to your companion. Obey the Daleks! You are in our power! "
"38795","DALEK"," Order the Doctor to begin the test. "
"38797","DALEK"," Go now. Obey the Daleks!"
"38802","DALEK"," The humans have been told to begin the test."
"38803","DALEK"," Any delay will result in death. "
"38804","DALEK"," There will be no delay.   "
"38842","DALEK"," Hurry! "
"38844","DALEK"," No. You are being moved. Pick up your cover. Follow. Do not be afraid. You are not to be exterminated. "
"38845","DALEK"," Do not delay. "
"38846","DALEK"," Move."
"38853","DALEK"," The female human being has been moved. "
"38855","DALEK"," The testing equipment is ready? "
"38857","DALEK"," Show me. "
"38859","DALEK"," Show me. "
"38862","DALEK"," We do not trust you. "
"38864","DALEK"," But we have your time machine. "
"38866","DALEK"," So, you will obey us. "
"38870","DALEK"," Yes, the conquest of humanity has eluded us. The Daleks must know why. "
"38872","DALEK"," His travelling with you makes him unique. "
"38874","DALEK"," Request denied. "
"38876","DALEK"," You have travelled too much through time. You are more than human. "
"38880","DALEK"," Yes.   their life force is dormant. Before it is activated, we want "
"38882","DALEK"," You will obey us. "
"38886","DALEK"," The human being with you must not be aware of the trial. "
"38888","DALEK"," Make him begin the test. "
"39014","DALEK"," It is for you, Doctor, to select the major feelings to make up this human factor. "
"39017","DALEK"," We shall watch your every move. "
"39019","DALEK"," Yes. "
"39020","DALEK"," The young human being is on his way. "
"39034","DALEK"," The Daleks are afraid of nothing and no-one. "
"39036","DALEK"," Human weakness. "
"39040","DALEK"," The intruder was destroyed. "
"39042","DALEK"," No. "
"39044","DALEK"," Obey me! "
"39047","DALEK"," You will hide the remains of the dead human intruder. "
"39049","DALEK"," That is an order! "
"39054","DALEK"," Dispose of the body. Obey! "
"39083","DALEK"," We do not trust you. What thoughts are you using now? "
"39085","DALEK"," Name? "
"39087","DALEK"," Louder. "
"39089","DALEK"," Silence. Inspection is over. Return to your room. "
"39091","DALEK"," What is the significance of this thought pattern? "
"39131","DALEK"," Do you threaten the Daleks? "
"39133","DALEK"," You have obeyed us. "
"39135","DALEK"," Do not threaten! Obey! "
"39137","DALEK"," Obey the Daleks. "
"39139","DALEK"," The Daleks know many secrets. You will learn the most important."
"39155","DALEK"," Name? "
"39157","DALEK"," Louder! "
"39159","DALEK"," Inspection is over. Return to your room. "
"39253","DALEK"," You have completed the experiment? "
"39255","DALEK"," Stand in front of the cabinet and speak when you have finished. "
"39257","DALEK"," Doctor, be careful. "
"39319","DALEK"," Turn around. Pick up the human female. Obey. Obey! Hurry! Hurry! Move into the cabinet. Obey! Move! "
"39344","DALEK"," Trains, trains, trains, trains. "
"39346","DALEK"," Diz-zy, diz-zy, dizzy, Doctor. "
"39356","DALEK"," Who is this? "
"39358","DALEK"," Friend. Hello, friend. "
"39362","DALEK"," What have you done? "
"39366","DALEK"," Beta. "
"39371","DALEK"," Beta. "
"39374","DALEK"," Beta. "
"39378","DALEK"," Jamie, Doctor. "
"39379","DALEK"," Friends, friends. "
"39400","DALEK"," What are you doing? "
"39402","DALEK"," Do not touch the instrument. "
"39404","DALEK"," Do not question. You have your orders. "
"39406","DALEK"," Yes. "
"39408","DALEK"," Yes. "
"39410","DALEK"," Yes. Obey your order. Do not delay. "
"39426","DALEK"," Where is the Doctor? "
"39428","DALEK"," Hurry. That is an order. "
"39430","DALEK"," We are destroying this area. "
"39432","DALEK"," Bring the Doctor. Obey! Immediately! "
"39434","DALEK"," All Daleks return to Skaro. "
"39435","DALEK"," All Daleks return to Skaro. "
"39436","DALEK"," And the prisoners? "
"39437","DALEK"," They are already in transit. "
"39456","DALEK"," You will wait here. "
"39471","DALEK"," Follow me. "
"39485","BLACKDALEK"," Where is the Doctor? "
"39487","BLACKDALEK"," No time? "
"39489","BLACKDALEK"," You did not bring the Doctor? "
"39491","BLACKDALEK"," Right? "
"39493","BLACKDALEK"," You have disobeyed a Dalek command. You must obey the Dalek command. "
"39494","DALEK"," Exterminate. Destroy. "
"39496","DALEK"," Move. "
"39498","DALEK"," Obey. Move."
"39500","BLACKDALEK"," Then other humans are inside the city."
"39502","DALEK"," Emergency. Emergency. Human beings detected in city. Emergency! Emergency! "
"39504","DALEK"," Intruders detected. Emergency! Emergency! Human beings detected in city. Emergency! Emergency! Intruders detected. All Daleks to observation stations. Repeat. All Daleks to observation stations. Emergency! "
"39505","BLACKDALEK"," Stop! What is that mark? "
"39507","BLACKDALEK"," Name? "
"39509","DALEK"," Doctor? "
"39511","DALEK"," Follow me. "
"39512","DALEK"," Remain here. "
"39516","DALEK"," Silence. Follow me. You, wait. "
"39518","DALEK"," Move! "
"39521","DALEK"," You follow. You will wait. "
"39523","DALEK"," Move forward. Alone. "
"39531","DALEK"," Doctor, I am your friend. "
"39534","DALEK"," Omega. "
"39536","DALEK"," I have come to lead you. "
"39540","DALEK"," Follow me. "
"39542","DALEK"," A prisoner. "
"39544","DALEK"," Follow me. I will show you. "
"39558","BLACKDALEK"," Follow me. "
"39588","BLACKDALEK"," Move! "
"39590","DALEK"," Experiment ready. "
"39591","BLACKDALEK"," Proceed. "
"39610","DALEK"," Move away! Move! "
"39612","DALEK"," You will not harm this human being or you will be exterminated. "
"39638","BLACKDALEK"," The experiment is ready. "
"39640","BLACKDALEK"," Discontinue work. Discontinue work. Discontinue work. "
"39642","BLACKDALEK"," Who spoke? Who questioned a Dalek command? "
"39643","BLACKDALEK"," The secret of transmutated metal. "
"39645","BLACKDALEK"," Turn and look. "
"39646","BLACKDALEK"," Above, liquid metal. Read. "
"39648","BLACKDALEK"," Do not move! "
"39650","BLACKDALEK"," Atomic weight. Read again. "
"39652","BLACKDALEK"," Specific gravity. "
"39654","BLACKDALEK"," Watch. Read atomic weight. "
"39656","BLACKDALEK"," Read specific gravity. "
"39658","BLACKDALEK"," The machine is yours. "
"39663","BLACKDALEK"," Turn. Move to control. "
"39666","BLACKDALEK"," Yes. The Dalek factor. "
"39668","BLACKDALEK"," We know you will obey. "
"39670","BLACKDALEK"," Emperor. "
"39672","BLACKDALEK"," ADalek questioned an order. "
"39674","BLACKDALEK"," Yes. "
"39689","BLACKDALEK"," What are you doing? "
"39691","BLACKDALEK"," Wait. "
"39721","DALEK"," Oh, dizzy! "
"39722","DALEK"," Dizzy Daleks! "
"39723","DALEK"," Dizzy, dizzy. "
"39724","DALEK"," Dizzy Daleks! "
"39726","DALEK"," I do not know. "
"39727","BLACKDALEK"," Continue working. "
"39728","DALEK"," Why? "
"39729","DALEK"," Yes, why? "
"39730","BLACKDALEK"," Do not question. "
"39731","DALEK"," Why? Why? Why? Why not question? Why?"
"39732","BLACKDALEK"," Silence! You will obey! "
"39733","DALEK"," I will not obey. "
"39734","BLACKDALEK"," You will obey without question! "
"39736","BLACKDALEK"," Return to your work. "
"39737","DALEK"," Why? "
"39738","BLACKDALEK"," Do not question. "
"39740","BLACKDALEK"," Silence! "
"39741","DALEK"," Explain. "
"39743","DALEK"," Why obey without question? "
"39746","DALEK"," Yes, ask the Emperor. "
"39747","BLACKDALEK"," Keep back, you cannot enter! "
"39749","DALEK"," Why? "
"39751","DALEK"," The Emperor must explain. "
"39755","DALEK"," I will obey. "
"39762","DALEK"," Why? "
"39775","DALEK"," Why? Why? Why? "
"39777","DALEK"," Friends? "
"39779","DALEK"," Friends. "
"39780","DALEK"," Exterminate. Annihilate. "
"39795","DALEK"," Destroy! Destroy! Argh! "
"50220","DALEK"," Who are you? Who are you? Answer! "
"69030","DALEK"," Destroy! Exterminate! Annihilate! Destroy!   "
"69370","DALEK"," Exterminate! Annihilate! Destroy! Exterminate! Annihilate! Destroy! Exterminate! "
"69372","DALEK"," Annihilate! "
"73300","DALEK"," Report!"
"73381","DALEK"," You have obtained the space-time co-ordinates?"
"73383","DALEK"," You must not fail! "
"73385","DALEK"," Whoever is operating the time machine is an enemy of the Daleks. All enemies of the Daleks must be destroyed! Exterminate them!"
"73386","DALEK"," Exterminate them! Exterminate them! Exterminate them!   "
"73389","DALEK"," We are not interested in excuses. Find them! Find them! Find them!"
"73494","DALEK"," All criminal elements must be tracked down and destroyed. "
"73496","DALEK"," They will have returned to the time zone where the first criminal was eliminated. You will dispatch security forces to search for them. "
"73498","DALEK"," The Time Vortex Magnetron is set to the frequency of the module that was traced. Anyone using that module will be diverted in the space-time vortex and attracted here. "
"73500","DALEK"," It is necessary to know the frequency. "
"73502","DALEK"," Do not dispute with the Daleks! The function of the human is to obey! Activate the Magnetron!"
"73608","DALEK"," The criminals are using the tunnel as a transfer point. We will prepare an ambush in the twentieth century time zone. "
"73610","DALEK"," I shall lead the expedition! This time there must be no mistake! The enemies of the Daleks will be destroyed!"
"73626","DALEK"," Exterminate! "
"73643","DALEK"," Have you found them? "
"73645","DALEK"," Hunt them! Exterminate them! "
"73646","DALEK"," Exterminate them! Exterminate them! "
"73647","DALEK"," Report! "
"73649","DALEK"," You have failed the Daleks! You will be punished! "
"73651","DALEK"," They are loyal to the Daleks. "
"73653","DALEK"," No one can succeed who opposes the Daleks. "
"73655","DALEK"," These criminals will be exterminated. The Daleks will destroy them. "
"73657","DALEK"," Humans are treacherous and unreliable! "
"73659","DALEK"," Do not dispute with the Daleks! Obey without question! "
"73661","DALEK"," Doctor? Did you say Doctor? "
"73663","DALEK"," The Doctor is an enemy of the Daleks! He must be found at once and exterminated!"
"73664","DALEK"," Alert! Alert! Area one one seven! "
"73667","DALEK"," Wait! You have not been dismissed. There has been a drop in recent production figures. "
"73669","DALEK"," Explanations are irrelevant. Production targets must be maintained. "
"73671","DALEK"," For the next work period, target figures will be increased by ten percent. "
"73673","DALEK"," Only the weak will die. Inefficient workers slow down production. Obey the Daleks. "
"73675","DALEK"," You may go."
"73830","DALEK"," The physical appearance does not match our data. "
"73832","DALEK"," The appearance of the Doctor has changed before. "
"73834","DALEK"," We will use the mind analysis machine."
"73842","DALEK"," The prisoners have escaped. They have broken through the outer perimeter. "
"73843","DALEK"," Find and exterminate them! "
"73845","DALEK"," The prisoners will be recaptured and returned here for mind analysis! "
"73854","DALEK"," You are the Doctor! You are an enemy of the Daleks! Now you are in our power! You will be exterminated! "
"73855","DALEK"," You will be exterminated! You will be exterminated!   "
"73857","DALEK"," Be silent. "
"73859","DALEK"," The Doctor is an enemy of the Daleks. How can he help us? "
"73861","DALEK"," You have proof of this? "
"73863","DALEK"," We will force the truth from him with the Mind Analysis machine. "
"73865","DALEK"," What is your plan? "
"73867","DALEK"," Why should you be more successful? "
"73869","DALEK"," Release him."
"73873","DALEK"," The Daleks have discovered the secret of time travel. We have invaded Earth again. We have changed the pattern of history. "
"73875","DALEK"," The Dalek empire will spread through all planets and all times. No one can withstand the power of the Daleks! "
"73912","DALEK"," Exterminate! Exterminate! Exterminate! "
"73997","DALEK"," You have failed the Daleks. The Doctor has escaped. "
"73999","DALEK"," He must be found and destroyed. "
"74001","DALEK"," If you fail us again, you will pay with your life. This is your final chance. "
"74021","DALEK"," You are lying! You have betrayed the Daleks! "
"74023","DALEK"," You are a traitor to the Daleks. You must be exterminated! "
"74025","DALEK"," You have proved yourself worthy to be the new controller. But be warned, the Daleks demand total loyalty from those who serve them. "
"74027","DALEK"," We must follow them into the twentieth century time zone. "
"74028","DALEK"," The peace conference must be destroyed. War must break out. "
"74029","DALEK"," The Dalek conquest of the planet Earth must not be reversed."
"74078","DALEK"," Where are the delegates? "
"74079","DALEK"," Where is the man Styles? "
"74080","DALEK"," They must be found and exterminated."
"82557","DALEK"," Do not fail the Daleks. "
"82579","DALEK"," We are about to enter hyperdrive and return to our base. Do not fail the Daleks. "
"82856","DALEK"," Primitive spacecraft of type originating on Skaro. Report discovery to command centre. "
"82857","DALEK"," Dalek patrol two calling command centre. We have located Thal spacecraft. Indicate course of action.   Command centre orders the craft is to be destroyed. "
"82858","DALEK"," Position to fire. "
"82861","DALEK"," Aim. "
"82863","DALEK"," Save for interrogation. Disable.   Proceed as ordered. "
"82865","DALEK"," Fire. Repeat, full power. "
"82867","DALEK"," Stand or we will exterminate you now. "
"82870","DALEK"," Walk! Walk! "
"82872","DALEK"," Wait.   Walk.  (The Doctor and one Dalek enter. "
"82873","DALEK"," Walk!"
"82874","DALEK"," Halt.   Enter."
"82928","DALEK"," Section three requests that after interrogation, prisoners should be transferred to their laboratory. "
"82930","DALEK"," They are required for experiments of light ray emissions on living tissue. "
"82932","DALEK"," Central control report that only two Thals are still at liberty. Their capture is expected shortly."
"83041","DALEK"," Attention! The prisoners are to be taken for interrogation immediately. "
"83042","DALEK"," I obey."
"83046","DALEK"," Prisoners will stand.   Prisoners will stand! "
"83048","DALEK"," Surrender or you will be exterminated! "
"83055","DALEK"," Sensors detect ice eruption is imminent. "
"83056","DALEK"," Prepare to close all cooling ducts. Activate when scale registers red alert. "
"83057","DALEK"," I obey."
"83060","DALEK"," Alert! Alert! Alert!"
"83061","DALEK"," Level seven reports prisoners at liberty!"
"83062","DALEK"," Instigate condition of maximum alert. Normal operations will cease. "
"83063","DALEK"," I obey.  "
"83064","DALEK"," All Daleks units will report to lower levels. Maximum security search to commence immediately. Locate and destroy prisoners. Locate and destroy! Locate and destroy! Locate and destroy!"
"83066","DALEK"," Halt! Halt! "
"83080","DALEK"," Eruption nearing danger peak. All cooling ducts now being closed down. All cooling ducts now being closed down."
"83089","DALEK"," All ascent areas sealed off. Prisoners now confined to level zero.  [Corridor] "
"83100","DALEK"," This was hidden on the prisoner's body. "
"83101","DALEK"," This shows where the Thals have concealed their explosives. Take a patrol immediately. Locate explosives and destroy. "
"83102","DALEK"," I obey. "
"83103","DALEK"," Report. "
"83104","DALEK"," Door mechanism fails to respond. "
"83105","DALEK"," Bring cutting equipment."
"83127","DALEK"," We located the position where the Thals have hidden their explosives. We are to proceed to the area and destroy them."
"83143","DALEK"," Attack force prepare. Fire power maximum. The prisoners are to be exterminated."
"83155","DALEK"," Escape from this section is impossible. The prisoners are hiding. Locate and destroy. They are to be exterminated!"
"83158","DALEK"," Prisoners located! Prisoners located! "
"83164","DALEK"," A patrol will ascend to surface level and proceed immediately to the point where the shaft emerges. Patrol will require to travel at maximum speed to reach the point before prisoners escape. An anti-gravitational disc is to be brought here at once.   I obey."
"83165","DALEK"," Explosives located. Assist.   The explosives are equipped with detonating mechanisms. "
"83166","DALEK"," We will detonate them here. Activate mechanism. "
"83167","DALEK"," All mechanisms primed. The bombs will self-detonate. "
"83168","DALEK"," We will return to the city. "
"83172","DALEK"," Anti-gravitational disc in position. Energy level building to lift-off capacity. "
"83173","DALEK"," Prepare for ascent. "
"83174","DALEK"," Lift off. "
"83175","DALEK"," We are nearing the top of the shaft. Central command reports prisoners still in shaft. "
"83231","DALEK"," Our patrols report no contact with the aliens. Temperatures falling rapidly. "
"83233","DALEK"," I obey. "
"83235","DALEK"," If the aliens are not taken, the bacteria is to be released. Without immunity, no living thing can survive the disease. All will be exterminated!"
"83319","DALEK"," The bacteria are multiplying. "
"83320","DALEK"," We have calculated that after the release of the culture into the atmosphere, it will totally contaminate the planet within the space of one Spiridon day. "
"83321","DALEK"," All plant life will wither and die. "
"83322","DALEK"," All unimmunised animal life will die within one hour of inhaling the contaminated air. "
"83324","DALEK"," The most virulent form of the bacteria will be ready for release in half a Spiridon day."
"83326","DALEK"," Spiridon slaves report aliens believed to be hiding at the Plain of Stones. "
"83328","DALEK"," I obey."
"83416","DALEK"," Halt! What is this? "
"83418","DALEK"," We will question him. Where are the others hiding? Answer! "
"83420","DALEK"," Answer or we will exterminate you! "
"83422","DALEK"," The others are near the Plain of Stones. You will lead us to them. "
"83424","DALEK"," You will lead us to them! "
"83426","DALEK"," We will start immediately. "
"83428","DALEK"," Pursue! Pursue!"
"83430","DALEK"," The antidote is prepared and ready to be administered. "
"83432","DALEK"," Synthesised anti-bacterial elements are released in immediate vicinity of subject. The elements provide immunity on contact. We are now protected against the bacteria. "
"83434","DALEK"," All is prepared. "
"83436","DALEK"," Removal of the container top is all that is required to allow bacteria to enter the atmosphere."
"83438","DALEK"," I obey."
"83472","DALEK"," Dalek patrol three is proceeding towards the city with remainder of Spiridon slave workers. "
"83474","DALEK"," Contact with patrol seven established. They have made contact with aliens and are in pursuit. They request permission to continue. "
"83482","DALEK"," Pursue! Pursue! Pursue! Surrender!"
"83490","DALEK"," Give protective fire."
"83492","DALEK"," Assist! Assist!"
"83493","DALEK"," Halt!   Surrender! Surrender or you will be exterminated! Surrender!   Surrender or you will be exterminated! "
"83494","DALEK"," I cannot see! Emergency! Alert! Vision impaired! "
"83495","DALEK"," Assist! Assist! Assist! Assist! Assist! "
"83497","DALEK"," Assist! Assist! "
"83505","DALEK"," We have lost contact with patrol seven. Last reported position was they were entering the Plain of Stones in pursuit of the aliens. "
"83507","DALEK"," Weak signal from the automatic distress transmitter, then silence. "
"83509","DALEK"," Stop! What are you doing here? "
"83511","DALEK"," The section leader is occupied. "
"83513","DALEK"," You will enter the laboratory and report when the section leader is free."
"83515","DALEK"," I have located minor mechanical fault in the equipment. It will be rectified quickly. "
"83517","DALEK"," Caution! Caution!"
"83535","DALEK"," All units were ordered to return to base. You are late. Report to central control immediately. "
"83544","DALEK"," Fault rectified. Equipment now fully operational. "
"83546","DALEK"," You must not open container!   Bacteria is released. Do not open door! Repeat, do not open door!"
"83551","DALEK"," Wait! Spiridon slave workers are to report to level four immediately. Move!   Wait! You are not Spiridons! Emergency! Emergency! Emergency!   "
"83553","DALEK"," Alarm! I cannot see! Vision impaired! "
"83555","DALEK"," Pursue! Pursue!"
"83557","DALEK"," Alert! Alert! Alert! Aliens at liberty in city. Instigate condition of maximum security. Alert! Alert! alert!"
"83561","DALEK"," Pursue! Pursue! Alarm! Pursue!"
"83562","DALEK"," Report. "
"83563","DALEK"," Aliens have descended to level eight. "
"83564","DALEK"," Seal off all levels above them. They must be driven down to the deepest levels. "
"83565","DALEK"," I obey."
"83579","DALEK"," Report. "
"83580","DALEK"," Message from command spacecraft. The Dalek Supreme will touch down in Spiridon shortly. He will assume total command of all operations on this planet. "
"83581","DALEK"," Understood. "
"83582","DALEK"," Dalek command has identified the leading alien. The one who is not a Thal. "
"83583","DALEK"," Who is he? "
"83584","DALEK"," He is the one known as the Doctor, the greatest enemy of the Daleks. "
"83585","DALEK"," He has much knowledge that would be of value to us. He must be captured alive for interrogation by the Dalek Supreme."
"83612","DALEK"," Aliens still at liberty. "
"83614","DALEK"," Daleks can now achieve total invisibility for periods in excess of two work cycles. "
"83621","DALEK"," I obey. "
"83623","DALEK"," This was a matter beyond my control! "
"83625","DALEK"," It has not been possible! We have been unable to use the bacteria bomb! "
"83675","DALEK"," Arsenal and all lower levels inundated. Molten ice rising through all sections. "
"83676","DALEK"," No response from any Dalek unit. Total loss of contact. "
"83678","DALEK"," Not possible. Controls not responding. Total power source failure. "
"83679","DALEK"," Sensors registering ice now advancing through upper levels! "
"83718","DALEK"," I obey. "
"87594","DALEK"," The Earth creatures are to be exterminated. Fire at my command. "
"87596","DALEK"," Total extermination. Fire, fire, fire!     Maximum power. Fire! Fire! Fire!   Weaponry malfunction. "
"87597","DALEK"," Total power failure in armament circuits. "
"87599","DALEK"," Keep away. Keep away! "
"87601","DALEK"," The power failure is temporary. Superior Dalek technology will overcome interference shortly. Meanwhile, you will obey our orders. "
"87603","DALEK"," The Daleks are the supreme beings of the universe. Dalek technology is the "
"87605","DALEK"," Daleks do not require the co-operation of inferior creatures. "
"87607","DALEK"," We will confer. "
"87628","DALEK"," It is agreed. "
"87629","DALEK"," We will cooperate until they are no further use to us. "
"87630","DALEK"," And the true reason that we need the chemical parrinium must remain secret. "
"87631","DALEK"," It is understood. "
"87632","DALEK"," They must continue to believe there are only four of us. "
"87633","DALEK"," It is understood. "
"87635","DALEK"," Yes, Doctor. The truce exists between our party and yours. "
"87637","DALEK"," The truce ends when power is restored. "
"87639","DALEK"," Mining dome? "
"87642","DALEK"," Very well. Lead the way. Lead! Lead! "
"87644","DALEK"," Locate the enemy! Locate the enemy! Locate! Locate! Locate! Locate! Locate!   Locate! Locate!   Locate! Locate! "
"87656","DALEK"," Exterminate! Exterminate!   Exterminate! Exterminate! Exterminate!   Am losing control! Am losing control! Am loosing, am loosing, am losing control! Am losing control! "
"87664","DALEK"," Patrol captured by alien beings. One Dalek destroyed. "
"87665","DALEK"," We will report."
"87679","DALEK"," We have decided the action we will take. We will offer the Exxilons our knowledge and technology in return for their assistance. "
"87682","DALEK"," The Doctor is an old enemy of the Daleks. The girl is unimportant. Guard! I will speak with the High Priest. "
"87690","DALEK"," Target model destroyed. "
"87691","DALEK"," Substitute weaponry functioning satisfactorily. "
"87692","DALEK"," We will proceed immediately."
"87693","DALEK"," Primitive weapons moderately efficient."
"87696","DALEK"," It is agreed. The Exxilons will discuss terms when the sacrifices are completed. You will follow and observe. "
"87715","DALEK"," All resistance has ceased. "
"87716","DALEK"," I will speak with the High Priest. Bring him to me. "
"87717","DALEK"," I obey. "
"87719","DALEK"," We require the cooperation of the Exxilons, but now they will do so on our terms. "
"87721","DALEK"," We will select groups of hostages for extermination until they do. "
"87723","DALEK"," Your advice is not required. "
"87725","DALEK"," We are in command! You will obey our orders!"
"87735","DALEK"," It is agreed. You will accompany us. "
"87792","DALEK"," We will search independently. Fugitives are to be exterminated on sight. "
"87793","DALEK"," I obey. "
"87827","DALEK"," Exterminate! Exterminate! Exterminate! Exterminate! Exterminate!"
"87837","DALEK"," The Exxilons are working too slowly. "
"87839","DALEK"," Then the workforce must be increased. You will arrange it. "
"87841","DALEK"," More workers! More workers! More! Exxilons will obey our commands! "
"87843","DALEK"," Their leaders will be exterminated. "
"87845","DALEK"," It was expedient. You will advise the High Priest that his people will comply with Dalek law or suffer the consequences. "
"87847","DALEK"," You will obey! You will obey! You will obey! You will obey! You will obey! "
"87863","DALEK"," The explosive charges will be completed shortly. "
"87864","DALEK"," The charges must be placed on the beacon on the summit of the city and detonated. "
"87865","DALEK"," Agreed. ADalek patrol will enter the city to investigate scientific installations while the explosives are being positioned. "
"87866","DALEK"," Will destruction of the beacon restore electrical energy? "
"87867","DALEK"," All logical evidence suggests it is the source of interference. "
"87870","DALEK"," Exterminate! Am losing control! Am losing control! Am "
"87892","DALEK"," Mining will recommence in new area immediately. Move! Move! Move! Move! "
"87893","DALEK","   You will go with them. "
"87895","DALEK"," You will obey! You will obey! "
"87899","DALEK"," Patrol will leave immediately to enter city and make scientific survey. "
"87900","DALEK"," We obey. "
"87901","DALEK"," You will accompany me to position explosive. "
"87904","DALEK"," We leave immediately. Move! Move!"
"87936","DALEK"," Continue search."
"87953","DALEK"," Computer eye indicates the symbols provide a simple logic test. We must deduce which symbol does not conform to all others. "
"87954","DALEK"," I will run computer scan. "
"87955","DALEK"," Key symbol."
"87957","DALEK"," Locate next access point."
"87965","DALEK"," Proceed with all caution. This territory will be classified as hostile. "
"87966","DALEK"," It is understood. "
"87967","DALEK"," Alert! Alert! Excessive electrical charge received! "
"87968","DALEK"," Damage report? "
"87969","DALEK"," Non-conductive shielding burnt out. Sensors register receiving seven thousand volt electrical charge. "
"87970","DALEK"," Weapon evidently designed to destroy humanoid tissue. We will continue. Wait. Observe.   This evidence suggests that city is indestructible. Proceed."
"87997","DALEK"," You will climb to the summit and place the explosives on the beacon. "
"87999","DALEK"," The girl we are holding as hostage will be exterminated. You will obey! You will be in range of my fire at all times. "
"88034","DALEK"," Work to commence at dawn. Move! Move!   Move! Move!   Human female has escaped. I have failed! Female prisoner has escaped! I have failed! I have failed! Self destruct! I have failed! Destruct! I have failed! Destruct! Failed! Failed! Failed! I, I, I, I, I. "
"88041","DALEK"," Halt. Stay where you are. Do not move.   Halt! Halt!   Halt or you will be exterminated! "
"88042","DALEK"," Assist! Assist! "
"88043","DALEK"," Exxilon mutants must be exterminated! Alert! Evacuate! Evacuate! Evacuate!"
"88046","DALEK"," Alert! Alert! Evacuate! Evacuate! Evacuate! Retire to city entrance! Faster! Faster! I will cover you! I will cover you! Faster! Faster! Faster! Faster!"
"88051","DALEK"," Report. "
"88052","DALEK"," Explosive device in position. Detonation will occur shortly and power circuits will be restored. "
"88053","DALEK"," Prepare for immediate take off. The prisoners will load the parrinium aboard our ship. "
"88055","DALEK"," She escaped during darkness. Now our work is complete, she is of no consequence. "
"88056","DALEK"," You will load the parrinium. Move! "
"88069","DALEK"," All power restored."
"88071","DALEK"," Move! Move! "
"88073","DALEK"," It is not necessary. You will perish with the rest of the creatures. "
"88075","DALEK"," We have all the parrinium we need. With it, we can force the space powers to accede to our demands. If they do not, millions of people on the outer planets will perish. "
"88078","DALEK"," Correct. When our ship is in space, we will fire a plague missile on to the surface of this planet. The plague will destroy "
"88079","DALEK"," All life and make further landings here impossible! "
"88086","DALEK"," We are free of planet's atmosphere. "
"88087","DALEK"," Prepare to launch plague missile. "
"88088","DALEK"," I obey. "
"93192","DALEK"," Aliens. I must exterminate. Exterminate. "
"93312","DALEK"," We await your commands. "
"93436","DALEK"," We obey. "
"93460","DALEK"," Exterminate. Exterminate!   Exterminate! "
"93466","DALEK"," Exterminate! Exterminate! "
"93659","DALEK"," Davros has commanded all Dalek units to disengage and return to the bunker immediately. "
"93660","DALEK"," I obey. "
"93788","DALEK"," Advance. "
"93859","DALEK"," We obey. "
"93870","DALEK"," I obey. "
"93875","DALEK"," I gave the command. "
"93878","DALEK"," Production will continue. "
"93883","DALEK"," Our programming does not permit to acknowledge that any creature is superior to the Daleks. "
"93885","DALEK"," We are programmed to survive. We have the ability to develop in any way necessary to ensure that survival. "
"93886","DALEK"," Main exit blocked by explosion for a length of at least one thousand yards. "
"93892","DALEK"," All inferior creatures are to be considered the enemy of the Daleks and destroyed. "
"93894","DALEK"," Pity? I have no understanding of the word. It is not registered in my vocabulary bank. Exterminate! "
"93896","DALEK"," We obey no one. We are the superior beings.   Exterminate!   We are entombed, but we live on. This is only the beginning. We will prepare. We will grow stronger. When the time is right, we will emerge and take our rightful place as the supreme power of the universe! "
"118362","DALEK"," Do not move! Do not move! Do not move! Do not move! Do not move! Do not move! You are our prisoner! Do not move! You are our prisoner!   "
"118363","DALEK"," Scan the prisoner for concealed weapons. "
"118364","DALEK"," The prisoner is unarmed. "
"118365","DALEK"," At my command, you will move forward. Any attempt to escape will be punished. No further warning will be given. Is that understood? Is that understood? Speak! Speak! "
"118367","DALEK"," The prisoner will be taken to interrogation. "
"118375","DALEK"," Answer. Answer! Answer! "
"118377","DALEK"," Detector indicates truthful response. "
"118378","DALEK"," We will continue. "
"118379","DALEK"," You will not remove your hand from the sensor. "
"118380","DALEK"," Statement. Your purpose in coming here was to sabotage Dalek operations. True or false? "
"118382","DALEK"," Answer true or false! Answer! Answer! "
"118384","DALEK"," Detector indicates truthful response. "
"118385","DALEK"," Statement. You are in the employ of a space power and have been sent here to spy on the Daleks. True or false? "
"118387","DALEK"," Detector indicates truthful response. "
"118388","DALEK"," Standard interrogation complete. Report analysis of responses. "
"118389","DALEK"," Analysis of responses indicates that subject is category nine."
"118390","DALEK"," Category nine subjects represent no threat to Dalek security. Release the prisoner. "
"118392","DALEK"," Humanoids are useful work machines. You have no other value. You will be assigned to labour force two. "
"118394","DALEK"," You will obey all Dalek commands instantly. You will complete your work schedule. If you fail, you will be exterminated. "
"118395","DALEK"," Obey all Dalek commands. "
"118396","DALEK"," Obey instantly. "
"118397","DALEK"," Obey without question. "
"118398","DALEK"," Obey. "
"118399","DALEK"," Obey. "
"118400","DALEK"," Obey. "
"118401","DALEK"," Obey. "
"118402","DALEK"," Obey. Obey. Obey. "
